category,company,description,experience_level,job_type,location,posted_date,salary,title,url
N/A,HELIUM BUSINESS SOLUTIONS LTD,"Driver / Helper Black River 21,000 - 30,000 Permanent Added 04/02/2026 Closing 06/03/2026 Nihad Beeharry Login to apply One of our client in the Funeral industry is looking for an Driver / Helper. Job Profile:Assist with Funeral Services and related tasks. Drive to client locations as needed Safely operate company vehicles Assist team members or clients as needed, providing excellent customer service. Adhere to schedules and delivery timelinesQualifications &amp; Requirements:Valid driver licenseProven experience as a driver with a clean driving recordAbility to follow instructions and work independentlyPhysical endurance to handle loading / unloading tasksCandidate should be living in the Vicinity of Plaine Williams. Login to apply Report This Job",,,,,Not specified,Driver / Helper,https://www.myjob.mu:443/Jobs/Driver-Helper-205963.aspx
N/A,Casela Nature Parks,"Commercial Assistant Black River Negotiable Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply The Commercial Assistant supports the Commercial Manager through market intelligence, commercial planning, marketing coordination, supplier follow-up, and administrative execution. Duties and Responsibilities:Commercial, Communication &amp; Planning Maintain a competitor benchmarking file, including updated pricing, value propositions, and key strengths and weaknessesAssist in the preparation of the yearly commercial plan, including budgetingAssist in the preparation of Capex documentation &amp; other Commercial Presentation Maintain the planning and execution of the Marketing &amp; Communication plan in collaboration with internal teamsAssist in the creation and rollout of customer surveysConduct market research, including secondary data researchFollow up with various internal and external suppliers for branded itemsPrepare and send artwork briefs to creative and graphic teams, and",,,,,,Commercial Assistant,https://www.myjob.mu:443/Jobs/Commercial-Assistant-205964.aspx
N/A,REHM Grinaker Construction Company Ltd,"ACCOUNTS LEAD Pamplemousses Negotiable Permanent Added 04/02/2026 Closing 06/03/2026 Henesh Aucharaz Login to apply We are currently seeking a competent and experienced Accounts Lead to take charge of the day-to-day running of the Finance Department. Key ResponsibilitiesOversee and support Accounts Clerks in:Processing Purchase Orders (PO), GRNs and invoice reconciliationDebtors’ invoicingBank reconciliations, payments and queries Review and check payments, ensuring:Correct castingProper authorisationApproval of any new bank accountCorrect deduction of Tax Deduction at Source (TDS) where applicableEnsure all creditors’ invoices are processed on time and creditors’ statements are reconciledRespond to creditors’ and bank queriesEnsure all bank accounts are included in the cash management systemMonitor standing orders and direct debitsEnsure deposits are banked on timeReview daily bank reconciliations prepared by the Accounts Clerk/OfficerCheck stock reconciliation against the ledger and ",,,,,,ACCOUNTS LEAD,https://www.myjob.mu:443/Jobs/ACCOUNTS-LEAD-205965.aspx
N/A,ENL,"Storekeeper (Axess Ltd) Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply The Storekeeper is responsible for ensuring good reception, storage, and delivery of supplies and for ensuring the highest rate of stock integrity of the central warehouse. RESPONSIBILITIES AND DUTIES ▪ Use the information system of the company INCADEA at its optimum to input and process transactions.▪ Ensure proper receipt and delivery of parts to internal branch locations as per established procedure.▪ Responsible to verify all goods arrived as per the agreed purchase, delivery note and agreed quantity.▪ Ensure that customer signs on invoice as evidence of delivery done.▪ Planning the delivery route plan and shuttles.▪ Ensure that items are safely protected and loaded in the delivery vehicle.▪ Assist in the planning of overtime for employees.▪ Ensure that items being delivered tally with the picking/branch order in quantity and description.▪ Verify and sign claim forms for sh",,,,,Not specified,Storekeeper (Axess Ltd),https://www.myjob.mu:443/Jobs/Storekeeper-Axess-Ltd-205966.aspx
N/A,ENL,"STORE ATTENDANT (AXESS LIMITED) Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 ENL Group Login to apply A Store Attendant is responsible for all receipt, storage, picking, delivery, stock discrepancy and stock integrity. RESPONSIBILITIES AND DUTIES Picking▪ Ensure all pick list from printer is attended in an orderly manner.▪ Attend picking for insurance claim with pick list and invoice from procurement.▪ Gather parts from inventory locations as specified by pick list and ensure right product is being picked. ▪ Ensure goods delivered are in good conditions and tally with the pick list.▪ Report immediately to the storekeeper and direct report line in case of loss or shortage, damage, deterioration or surplus. And document anomalies.▪ After picking ensure product is safely disposed in respective delivery bin and pick list is sent to be posted on system.▪ Verification, tagging and shelving of parts to be in line with stock integrity of Axess.▪ Prepare special-ordere",,,,,Not specified,STORE ATTENDANT (AXESS LIMITED),https://www.myjob.mu:443/Jobs/STORE-ATTENDANT-AXESS-LIMITED-205967.aspx
N/A,ENL,"COSTING OFFICER (AXESS LTD) Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply The Costing Officer is responsible to plan, study and collect data to determine costs of business activities. RESPONSIBILITIES AND DUTIESCosting of imported vehicles and spare partsProcessing in INCADEA (accounting of suppliers’ invoices, provision and freight forwarders)Assisting in end of month closure including stock recon of imported vehicle (Bond MRA vs INCADEA)Performing administrative work (import &amp; clearing documentation, marine insurance, bank guarantee etc.)Liaise with both internal clients &amp; external clients (suppliers/MRA/freight forwarders)SKILLSIT LiterateAbility to work under pressure to meet deadlinesOrganizational skillsAttention to detailsStrong communication skills and excellent interpersonal skillsQUALIFICATIONS &amp; EXPERIENCE2-3 years of relevant work experienceFamiliarity in budgeting, forecasting, financial analysis, project planning, manage",,,,,Not specified,COSTING OFFICER (AXESS LTD),https://www.myjob.mu:443/Jobs/COSTING-OFFICER-AXESS-LTD-205968.aspx
N/A,ENL,"Assistant Storekeeper (Axess Ltd) Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 ENL Group Login to apply The Assistant Storekeeper is responsible for ensuring the efficient administration and process implementation to achieve defined agreed service levels, budget, and stock accuracy of relevant branded products. RESPONSIBILITIES AND DUTIES▪ Monitor &amp; update receipt calendar with the receiving officer &amp; procurement team.▪ Communicate with warehouse staff on a regular basis to make them aware of priorities, targets, and operational exigencies.▪Review and prepare workflow, manning, equipment layout, overtime/extra duty and action plans while ensuring productivity and quality standards are achieved.▪ Work to satisfy internal and external clients, and deal with customer complaints at counter level as and when necessary.▪ Ensure inventories are accurate and control inventory levels by ensuring physical counts are conducted and reconciled according to company ",,,,,Not specified,Assistant Storekeeper (Axess Ltd),https://www.myjob.mu:443/Jobs/Assistant-Storekeeper-Axess-Ltd-205969.aspx
N/A,ENL,"Desktop Support Engineer (Axess Limited) Plaine Wilhems Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 ENL Group Login to apply We are seeking a dedicated Desktop Support Engineer to ensure the seamless operation of our IT infrastructure and deliver high-quality technical support to internal stakeholders. RESPONSIBILITIES AND DUTIES Oversee the onboarding and offboarding of users, including the configuration and deployment of hardware and software.Provide first-line technical support to end-users, resolving issues efficiently and effectively.Maintain and optimise Windows and Linux desktop environments, ensuring alignment with organisational standards and compliance requirements.Collaborate with IT teams to escalate and resolve complex technical challenges, leveraging troubleshooting tools and methodologies.Document processes, incident resolutions, and knowledge-sharing materials to enhance support workflows and operational efficiency.QUALIFICATIONS &amp; EXPERIENCEProven e",,,,,,Desktop Support Engineer (Axess Limited),https://www.myjob.mu:443/Jobs/Desktop-Support-Engineer-Axess-Limited-205970.aspx
N/A,ENL,"Driver (Axess Ltd) Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply The Driver is responsible for operating at the highest efficiency level of the Warehouse Operational Objectives whilst achieving agreed inbound service levels towards satisfied customer experience. RESPONSIBILITIES AND DUTIES▪ To apply established process to execute assigned tasks by designated operation in charge.▪ To ensure physical items loaded = items on shipment order in terms of Qty and Desc.▪ To execute the most efficient delivery route with approbation of designated operation in charge.▪ To execute secure and appropriate loading, transportation &amp; unloading of items.▪ To assist sales team with approbation of designated operation in charge▪ To use appropriate tools &amp; equipment to ascertain highest efficiency levelSKILLS▪ Good communication skills▪ Time management ▪ Planning &amp; organising skills▪ Teamwork▪ Good customer relationsQUALIFICATIONS &amp; EXPERIENCE▪ Minim",,,,,Not specified,Driver (Axess Ltd),https://www.myjob.mu:443/Jobs/Driver-Axess-Ltd-205971.aspx
N/A,MANSER SAXON CONTRACTING LTD,"Helpers - Facilities Pamplemousses 10,000 - 20,000 Permanent Added 03/02/2026 Closing 05/03/2026 HC Department Login to apply The helper will be responsible for the treatment of Sewage Treatment Plant Key Responsibilities:Operate and monitor Sewage Treatment Plant (STP) equipment and treatment processesCarry out routine checks, cleaning, and basic maintenanceRecord daily operationsIdentify and report issuesQualifications &amp; Experience:NC Level 3/4 or any other relevant technical qualificationsAt least 3 years of working experience in similar positionOther Requisites:Flexible to work at odd hours and on shift systemAbility to work under pressure Login to apply Report This Job",,,,,Not specified,Helpers - Facilities,https://www.myjob.mu/Jobs/Helpers-Facilities-205929.aspx
N/A,Lilmo Ltd,"Ingenieur Methodes Pamplemousses Not disclosed Permanent Added 03/02/2026 Closing 05/03/2026 Mrs Jennifer Lefort Login to apply L’Ingénieur Méthodes a pour mission principale d’optimiser les processus de fabrication en garantissant leur efficacité, leur qualité, leur sécurité et leur conformité réglementaire. Il agit en lien étroit avec la production, la qualité, la maintenance, la supply chain et la R&amp;D Méthodes de production :- Réaliser des études de temps, équilibrage de ligne et analyse de flux- Participer aux chantiers d’amélioration continue (5S, SMED, Kaizen) Paramétrage des systèmes (SAP/MES)- Créer et maintenir les nomenclatures, gammes, centres de charge et articles- Assurer la cohérence des données techniques dans l’ERP/MES- Participer aux recettes fonctionnelles lors des évolutions systèmes- Former les utilisateurs à la saisie et à la lecture des donnéesSupport à la production- Analyser les écarts entre temps théoriques et temps réels et mettre en place des plan d'actio",,,,,Not specified,Ingenieur Methodes,https://www.myjob.mu/Jobs/Ingenieur-Methodes-205930.aspx
N/A,Belle Riviere hotel ltd,"Assistant HouseKeeping Supervisor Savanne Negotiable Permanent Added 03/02/2026 Closing 05/03/2026 HR Manager Login to apply On a 14-hectare domain bordering a one-kilometre white sand beach, our 5 Star Resort is nested in luxuriant garden, paradise of exotic colourful birds. You as our Assistant Housekeeping Supervisor will be the guardian of the comfort of our guests for their WoW experience in our resort. Knowledge and experience in housekeepingAbility to supervise a teamArtistic skills for decorationAbility to see the detailsFit for work and good healthQuick and knowledge of room, floor and public area cleaningAbility to drive a club carYou will be the next Star of our Heartist to create the extra environment to help guest throughout their dream journey in our resort.We are in the South of the IslandPlease do not hesitate to contact us for more information.Only those with a valid permit to work in Mauritius are invited to apply Login to apply Report This Job",,,,,,Assistant HouseKeeping Supervisor,https://www.myjob.mu/Jobs/Assistant-HouseKeeping-Supervisor-205931.aspx
N/A,SAVenture Ltée,"Commercial(e) à distance Plaine Wilhems 21,000 - 30,000 Permanent Added 03/02/2026 Closing 05/03/2026 Mrs Cader Login to apply Nous recherchons un(e) commercial(e) motivé(e) pour rejoindre notre équipe en télétravail. Avantages du télétravail - Flexibilité : travaillez depuis chez vous, sans contrainte de déplacement. - Équilibre vie pro/vie perso : gagnez du temps et réduisez le stress lié au transport. Profil recherchéExcellente élocution en français (oral et écrit)À l’aise avec l’informatique et les outils numériquesDynamique, persuasif(ve) et orienté(e) résultatsSérieux(se), organisé(e) et autonomeCapacité à développer et entretenir des relations clientsÉquipement indispensableOrdinateur fonctionnelConnexion Internet stableCasque audio avec microVos missionsProspecter et développer un portefeuille clientsPrésenter et promouvoir nos produits/services auprès des prospectsAssurer le suivi commercial et la fidélisation des clients existantsPréparer et envoyer des devis, relancer les cl",,,,,,Commercial(e) à distance,https://www.myjob.mu/Jobs/Commercial-e-%C3%A0-distance-205932.aspx
N/A,goFLUENT Mauritius Ltd,"Implementation Consultant - Integrations Plaine Wilhems 41,000 - 50,000 Permanent Added 04/02/2026 Closing 05/04/2026 Apply Now Ready to Shape the Future of Learning Integration on a Global Scale? Join us, and let’s power the next generation of workplace learning — together. Accelerate Your Language Learning with goFLUENT!goFLUENT combines AI-powered technology, an extensive content library, and real human interaction to supercharge your language learning journey.We're a mission-driven SaaS company, committed to giving every employee equal opportunity to succeed no matter their native language.About the position:We are looking for a Implementation Consultant to join our Integration team to support our clients (large global companies) to integrate goFLUENT Language Training and Assessment solutions with their LMS and ATS solutions.The consultant will lead WW integration projects of goFLUENT products. You will be in charge of the projects from the definition phase, execution, test, and d",,,,,Not specified,Implementation Consultant - Integrations,https://www.myjob.mu/Jobs/Implementation-Consultant-Integrations-205933.aspx
N/A,TAYLOR SMITH GROUP,"Storekeeper (Integrity Metal Works ltd) Port Louis Negotiable Permanent Added 04/02/2026 Closing 27/02/2026 Eugenie Heeraman Login to apply Integrity Metal Works Ltd is looking for an organized and professional Storekeeper. 📌 Key Responsibilities: Be responsible and accountable for daily stock movements in and out of the store.Track, reconcile, and maintain accurate records of all inventory transactions.Verify that correct products and quantities are checked and dispatched according to sales documents (e.g. invoices, delivery notes).Receive incoming goods and confirm accuracy against purchase orders and packing lists.Prepare goods for daily deliveries in line with organizational requirements.Maintain good knowledge of all products, including codes, specifications, and details.Ensure accurate inventory records using computerized systems and/or manual logs.Conduct regular stock checks and cycle counts to maintain inventory accuracy.Keep storage areas clean, tidy, and well organised.Store",,,,,,Storekeeper (Integrity Metal Works ltd),https://www.myjob.mu/Jobs/Storekeeper-Integrity-Metal-Works-ltd-205934.aspx
N/A,Rey & Lenferna Ltd,"Project Engineer Port Louis Negotiable Permanent Added 04/02/2026 Closing 06/03/2026 Human Resource Login to apply We are looking for a Project Engineer to join our dynamic Lifts &amp; Escalators Department who will be responsible for the proper planning, execution and monitoring of assigned projects while assuring accuracy and quality. Project Engineer Rey &amp; Lenferna Ltd is a recognised institution in Trading, Mechanical, Electrical and Plumbing (MEP) projects as well as in the Automotive Aftermarket and presently holds over 50 exclusive brand representations.The company’s engagement is to provide customised and innovative integrated solutions to its clients, with a focus on customer service. Job ProfileWe are looking for a Project Engineer to join our dynamic Lifts &amp; Escalators Department who will be responsible for the proper planning, execution and monitoring of assigned projects while assuring accuracy and quality.Role and ResponsibilitiesCoordinate assigned projects for q",,,,,,Project Engineer,https://www.myjob.mu/Jobs/Project-Engineer-205935.aspx
N/A,TAYLOR SMITH GROUP,"Workshop Coordinator (Integrity Metal Works ltd) Port Louis Negotiable Permanent Added 04/02/2026 Closing 27/02/2026 Eugenie Heeraman Login to apply Integrity Metal Works Ltd is looking for a professional Workshop Coordinator. 📌 Key Responsibilities: Coordinate daily workshop activities and job scheduling.Allocate work to workshop staff according to priorities and deadlines.Monitor progress of work orders and ensure timely completion.Report operational issues, delays, or manpower constraints to management.Work in close collaboration with the workshop.Prepare POAssist the workshop manager as and when requiredMaintain maintenance records and equipment service history.Assist in production planning and workflow optimization.Track job cards, work orders, and production status.Coordinate with stores/procurement to ensure availability of materials and tools.Ensure compliance with quality standards and workshop procedures.Maintain workshop records including job cards, attendance, overtime, mai",,,,,,Workshop Coordinator (Integrity Metal Works ltd),https://www.myjob.mu/Jobs/Workshop-Coordinator-Integrity-Metal-Works-205936.aspx
N/A,RT Knits Ltd,"Merchandiser – Textile Manufacturing Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply We are currently looking for a Merchandiser to join our textile manufacturing team. The successful candidate will be responsible for end-to-end order management, from customer purchase order to shipment, ensuring timely delivery, quality compliance and effective coordination across departments. We are currently looking for a Merchandiser to join our textile manufacturing team. The successful candidate will be responsible for end-to-end order management, from customer purchase order to shipment, ensuring timely delivery, quality compliance and effective coordination across departments.Key Responsibilities:Evaluate order risks related to new customers, tight lead times and cost factorsFollow order priorities and optimisation defined in the Order Processing PlanCreate potential orders and book materials (yarns and accessories) and capacitiesCoordinate pre-planning and",,,,,Not specified,Merchandiser – Textile Manufacturing,https://www.myjob.mu/Jobs/Merchandiser-Textile-Manufacturing-205937.aspx
N/A,RT Knits Ltd,"PRODUCT DEVELOPER Black River Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply We are seeking a Product Developer to manage textile product development from techpack to style sealing. WE ARE HIRING – PRODUCT DEVELOPER (TEXTILE INDUSTRY)Innovate. Develop. Lead. Shape the future of textile products with us.Are you passionate about product innovation, textile development, and delivering world-class solutions to global customers? Do you thrive in a fast-paced environment where creativity blends with technical expertise? If yes—this is the opportunity for you.RT Knits is expanding its Product Development team and is looking for a dynamic Product Developer who can drive excellence, lead development initiatives, and support junior team members.Why Join Us?Work in a cutting-edge textile environmentEngage with international brandsLead development of innovative fabrics &amp; garmentsDrive projects from concept to productionGrow your career in a company that values exper",,,,,Not specified,PRODUCT DEVELOPER,https://www.myjob.mu/Jobs/PRODUCT-DEVELOPER-205938.aspx
N/A,Velogic,"Reach Truck Driver Port Louis Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 HR Officer Login to apply We are seeking a qualified Reach Truck Driver to safely handle, store, and move goods in our warehouse while maintaining accuracy and supporting daily operations. A valid reach truck licence is required. Key Roles &amp; ResponsibilitiesSafely operate the reach truck to move, stack, load and unload materials within the warehouse.Ensure accurate picking, replenishment and storage of goods as per inventory guidelines.Conduct daily pre-operational checks on the reach truck and report any defects or maintenance issues.Follow warehouse layout and slotting systems to optimise space and storage efficiency.Assist in stock rotation, ensuring FIFO/FEFO practices are respected.Handle goods with care to avoid damage, discrepancies or safety hazards.Support with inventory counts, cycle counts and stock verification.Maintain cleanliness and organisation of work areas in line with 5S sta",,,,,Not specified,Reach Truck Driver,https://www.myjob.mu/Jobs/Reach-Truck-Driver-205939.aspx
N/A,Nicolay Corporate Services Ltd,"Belt Vulcaniser (Fotaflex Ltd) Riviere du Rempart Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 HR Manager Login to apply To perform preparation, repairs, assembly, and molding (gluing and vulcanisation) of conveyor belts made of rubber-textile ensuring high-quality workmanship and operational efficiency. Duties &amp; ResponsibilitiesPrepare, repair, and assemble conveyor belts using proper vulcanisation techniques.Conduct precise measurements and ensure dimensional accuracy.Ensure quality and safety standards are maintained throughout the process.Collaborate with team members and report progress to the Operations Executive.Maintain tools, equipment, and a clean working environment.High attention to detail and precision in dimension readingExperience with rubber-textile materials is an advantageRequirementsPunctual and dependableAdaptive learner with a positive attitudeAbility to work independently with minimal supervision and within a teamAt least 3 years in a similar or",,,,,Not specified,Belt Vulcaniser (Fotaflex Ltd),https://www.myjob.mu/Jobs/Belt-Vulcaniser-Fotaflex-Ltd-205940.aspx
N/A,Omnicane Limited,"Office Assistant (06h00 to 15h00) Savanne Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Ingrid Blackburn Login to apply We are looking for an Office Assistant who will assist in various administrative duties. Main DutiesEnsure proper calculation of hours worked, overtime performed. and leaves taken.Ensure accurate time and attendance records are maintained and updated.Collect, verify, and process time keepimg information for all employees.Ensure any discrepancy in payroll is investigated and resolved without delays.Ensure proper calculation of hours worked, overtime performed and leaves taken.Ensure payroll is processed in a timely and accurate manner, prepare and submit payroll reports.Coordinate purchase of products and materials and maintain proper record of stock levels.Ensure all documents are properly filed in compliance with regulatory guidelines and internal policies.Receive, store and issue supplies and equipment and compile records of supply transactions.Ensure ",,,,,Not specified,Office Assistant (06h00 to 15h00),https://www.myjob.mu/Jobs/Office-Assistant-06h00-to-15h00-205941.aspx
N/A,Bolt Talent Solutions (Pty) Ltd,"Junior Specialist Project Administration Mauritius Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Dana Schierhout Apply Now Coordinate and support projects by managing tasks, documentation, and communication across teams. Departmental ObjectiveTo create and implement a project administration process, project plan and project system across all departments.Primary Job PurposeTo assist in the monitoring, controlling, tracking and communication of a project's performance.Job Specific Duties and ResponsibilitiesAnalyse, review &amp; document the requirements of a project throughout its lifecycle.Establishing clear project plans templates for each project.Coordinating with stakeholders frequently for updates on project status.Effective communication with all stakeholders to ensure project success.Informing stakeholders about abnormalities or variance in advance.Update and maintain project/financial reporting tools and/or computer software systems and filing systems.Frequently up",,,,,Not specified,Junior Specialist Project Administration,https://www.myjob.mu/Jobs/Junior-Specialist-Project-Administration-205944.aspx
N/A,Meaders Feeds Ltd,"Messenger/Driver Port Louis 21,000 - 30,000 Permanent Added 04/02/2026 Closing 06/03/2026 The Human Resource Manager Login to apply The job incumbent shall be responsible to effect despatch of all documents whether internally or externally and driving Managers, Staff and Workers. He/She shall also be responsible for all daily banking transactions. Responsibilities:Is responsible for all internal and external despatch by entering addressee’s particulars in the despatch bookDepositing mail to addressee in respective locations and ensuring that despatch is signed accordinglyDrives personnel to their respective locations as and when requiredMakes daily planning and performs all banking transactions for the CompanyComplies with Road Safety Regulations while drivingDemonstrates good driving skillsProfile of the Ideal CandidatesA minimum of School Certificate or Higher School CertificateAt least 1 year of working experience in a similar fieldGood geographical knowledge of MauritiusGood commun",,,,,Not specified,Messenger/Driver,https://www.myjob.mu/Jobs/Messenger-Driver-205945.aspx
N/A,Bolt Talent Solutions (Pty) Ltd,"Business Development Executive (B2B Sales) Mauritius Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Dana Schierhout Apply Now Seeking Business Development Executive to grow enterprise accounts, exceed sales targets, and foster client trust. Main Duties and Responsibilities:Manage and grow a portfolio of enterprise clients.Build strong, trust-based relationships, ensuring customer satisfaction and retention.Identify new opportunities, upsell and cross-sell solutions.Stay ahead of market trends and competitor moves.Work hand-in-hand with technical experts to deliver seamless solutions.Required Qualifications and Experience:A graduate degree (or equivalent experience).3-5 years' experience in B2B sales or account management (telecom/tech preferred).Proven track record in hitting targets and winning clients.Strong communication, negotiation, and presentation skills.A customer-first mindset with resilience and drive to succeed.Required Skills and Aptitudes:Well-developed interp",,,,,Not specified,Business Development Executive (B2B Sales),https://www.myjob.mu/Jobs/Business-Development-Executive-B2B-Sales-205949.aspx
N/A,Azure Outsourcing Services Ltd,"Sales Executive - Water Segment Plaine Wilhems Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 HR Department Login to apply Azure Outsourcing Services is looking to recruit for Greenzone Ltd, a leader in Eco-Living solution for professionals and individuals, a motivated and dynamic Sales Executive for its Water Segment. DUTIESGenerate and qualify new leads through visits, cold calling and networking.Conduct customer meetings to understand needs and provide adequate solutions.Maintain and strengthen relationships with existing clients to increase loyalty and upselling.Prepare and follow up on quotations and sales proposals.Develop and implement sales plans to achieve set targets.Monitor market trends and competitors to identify new opportunities.Provide customer feedback for continuous improvement.PROFILEDiploma/Degree in Sales, Marketing or related field.Proven experience in B2B sales with expertise in water segmentStrong communication, negotiation and presentation skills.C",,,,,Not specified,Sales Executive - Water Segment,https://www.myjob.mu/Jobs/Sales-Executive-Water-Segment-205951.aspx
N/A,Rey & Lenferna Ltd,"Accounts Officer - Payable Port Louis Negotiable Permanent Added 04/02/2026 Closing 06/03/2026 Human Resource Login to apply Rey &amp; Lenferna Ltd is seeking an Accounts Officer - Payable to strengthen its Accounts/Finance Department and support the company’s operational and financial objectives. Accounts Officer - PayableRey &amp; Lenferna Ltd is a recognised institution in Trading, Mechanical, Electrical and Plumbing (MEP) projects as well as in the Automotive Aftermarket and presently holds over 50 exclusive brand representations.The company’s engagement is to provide customised and innovative integrated solutions to its clients, with a focus on customer service.Job ProfileRey &amp; Lenferna Ltd is seeking an Accounts Officer - Payable to strengthen its Accounts/Finance Department and support the company’s operational and financial objectives.Role &amp; ResponsibilitiesExecute credit card and bank account reconciliation.Prepare and process electronic transfers and payments as appli",,,,,,Accounts Officer - Payable,https://www.myjob.mu/Jobs/Accounts-Officer-Payable-205950.aspx
N/A,Azure Outsourcing Services Ltd,"Sales &amp; Admin Support Officer Plaine Wilhems Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 HR Department Login to apply Azure Outsourcing Services is looking to recruit a dynamic and meticulous Sales &amp; Admin Support Officer for Zigzag Ltée, a company expert in Signages. The incumbent is expected to support and assist the sales department. DUTIESPrepare, issue, and follow up on sales quotations in coordination with SalespersonReceive, review, and process purchase orders (POs) from clientsEnsure accuracy of pricing, product details, terms, and conditions on quotations and POsUpdate and maintain sales records, customer databases, and documentationAct as a point of contact for clients regarding quotations, order status, and basic inquiriesCoordinate with internal departments to ensure timely order fulfillmentSupport Salespersons with administrative tasks and customer follow-upsAssist in preparing sales reports, forecasts, and presentations when requiredEnsure complian",,,,,Not specified,Sales & Admin Support Officer,https://www.myjob.mu/Jobs/Sales-Admin-Support-Officer-205952.aspx
N/A,Omnicane Limited,"Governance Professional Grand Port Not disclosed Permanent Added 04/02/2026 Closing 06/03/2026 Login to apply The Governance Professional will provide support to the Company Secretariat. Mian Duties &amp; ResponsibilitiesPrepare agendas in consultation with senior governance professionals and the board chair.Distribute meeting materials to board members in a timely manner.Record minutes of meetings accurately.Follow up on action items and decisions made during the meetings.Ensure all statutory records are up-to-date and accurately reflect the Company's operations.Prepare and file annual returns and other statutory documents with regulatory bodies.Monitor changes in legislation and regulatory requirements that affect the Company.Assist in the development and review of governance policies and frameworks.Provide administrative support.ProfileExcellent organisational skills to plan, prioritise and meet deadlinesStrong communication skills - both written &amp; verbalDynamic, good interperso",,,,,Not specified,Governance Professional,https://www.myjob.mu/Jobs/Governance-Professional-205956.aspx
N/A,undisclosed,"Senior Project Manager - Construction Overseas Negotiable Temporary / Contract Added 04/02/2026 Closing 06/03/2026 Login to apply A Senior Project Manager role is available to oversee multiple property developments, including a 5-star hotel renovation and extension, as well as additional commercial and residential development projects. A full-time Senior Project Manager role is available to oversee multiple property developments, including a 5-star hotel renovation and extension, as well as additional commercial and residential development projects. The position will lead projects through all six phases—Initiation, Design Development, Procurement &amp; Tender, Construction, Commissioning, and Closure—combining hands-on construction expertise with strategic oversight and board-level reporting.The Senior Project Manager will manage projects at both macro and technical levels, coordinating cross-functional teams of contractors, developers, designers, and specialist consultants to ensure k",,,,,,Senior Project Manager - Construction,https://www.myjob.mu/Jobs/Senior-Project-Manager-Construction-205957.aspx
N/A,Linkeo Ltd,"Sales Assistant (BTB) Mauritius Negotiable Permanent Added 04/02/2026 Closing 06/03/2026 Recruitment Dept Login to apply Generating qualified appointments through dynamic telephone prospecting Role Overview:As an Appointment Scheduler, you will play a crucial role in our sales process by proactively contacting potential prospects via telephone. Your primary responsibility will be to schedule qualified appointments for our sales team in Australia.Key Responsibilities:Conduct proactive telephone prospecting to schedule appointments.Engage effectively with Australian based prospects to understand their needs and promote our services.Maintain accurate records of interactions and appointments scheduled. What We Offer:Competitive salary and uncapped bonuses.Regular challenges with tangible and financial rewards.A pleasant and dynamic working environment.3-week paid training with ongoing support.Opportunities for career advancement.Medical insurance eligibility after 1 year of employment.Fixe",,,,,,Sales Assistant (BTB),https://www.myjob.mu/Jobs/Sales-Assistant-BTB-205958.aspx
N/A,Terra,"Landscaping Supervisor (Novaterra) Pamplemousses Negotiable Permanent Added 04/02/2026 Closing 05/03/2026 Victoria Monneron Login to apply Novaterra is seeking a dynamic Land Supervisor to lead landscape teams and ensure clean, safe, and high-quality outdoor environments. Description:The incumbent is responsible for the daily landscape maintenance activities associated with the efficient operations of the Novaterra assigned properties. The individual will be required to supervise a team of skilled gardeners in the performance of routine landscape to the physical properties of the site and any other sites delegated by management. The incumbent must be able to motivate his team to contribute to the tenants’ experience by creating and maintaining a clean, safe and well-ordered environment following safety guidelines and quality standards.Key Responsibilities:Supervise daily landscaping operations on site.Manage and lead landscaping teams with respect and discipline.Optimize workforce prod",,,,,,Landscaping Supervisor (Novaterra),https://www.myjob.mu/Jobs/Landscaping-Supervisor-Novaterra-205960.aspx
